City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,vernon,50.2581,-119.2691,70.61,53,100,10.0,CA,1686708581
366,jarny,49.1574,5.8788,65.21,81,4,5.66,FR,1686708769
367,kish,26.5578,54.0194,88.07,79,89,11.5,IR,1686708769
368,la junta,37.985,-103.5438,62.06,82,40,3.44,US,1686708769
369,yarmouth,41.7057,-70.2286,64.02,93,20,8.05,US,1686708770
370,ponta delgada,37.7333,-25.6667,66.92,94,75,3.44,PT,1686708770
371,minas de marcona,-15.2119,-75.1103,55.02,87,71,16.71,PE,1686708770
372,howard springs,-12.497,131.047,85.82,37,55,8.48,AU,1686708771
373,prince rupert,54.3161,-130.3201,56.89,82,100,25.32,CA,1686708734
374,arkhangel'sk,64.5401,40.5433,48.63,89,82,3.04,RU,1686708771
375,arno,60.1167,18.6333,53.78,59,21,3.67,SE,1686708771
376,alibag,18.6411,72.8792,86.07,77,22,19.39,IN,1686708771
377,elazig,38.6743,39.2232,51.49,82,0,6.91,TR,1686708772
378,tokar,18.4254,37.729,85.91,39,9,5.59,SD,1686708772
379,dunedin,-45.8742,170.5036,54.81,60,37,4.0,NZ,1686708746
380,mahdia,35.5047,11.0622,73.35,77,9,7.78,TN,1686708772
381,brookings,44.3114,-96.7984,74.25,51,0,5.75,US,1686708552
382,bredy,52.4153,60.3411,53.55,58,73,7.7,RU,1686708773
383,zadonsk,52.3904,38.9261,51.71,98,100,9.13,RU,1686708773
384,skelleftea,64.7507,20.9528,46.76,100,10,4.61,SE,1686708773
385,batouri,4.4333,14.3667,67.3,99,93,3.09,CM,1686708773
386,novomykolayivka,47.9781,35.9102,57.81,92,88,10.47,UA,1686708774
387,sao joao da barra,-21.6403,-41.0511,71.71,88,17,1.95,BR,1686708774
388,ust-nera,64.5667,143.2,49.37,66,100,3.67,RU,1686708774
389,san isidro de curuguaty,-24.5167,-55.7,48.2,60,100,4.14,PY,1686708774
390,mount isa,-20.7333,139.5,71.37,23,0,15.82,AU,1686708043
391,dolores,-36.3132,-57.6792,39.79,69,38,6.02,AR,1686708775
392,port macquarie,-31.4333,152.9167,64.89,36,0,9.89,AU,1686708614
393,san jose,37.3394,-121.895,74.12,64,75,13.8,US,1686708550
394,oswego,43.4501,-76.1497,61.92,93,100,4.61,US,1686708775
395,santa ana,33.7456,-117.8678,73.56,71,20,8.05,US,1686708759
396,bahir dar,11.5936,37.3908,62.67,88,98,3.2,ET,1686708776
397,tromso,69.6496,18.957,46.42,76,100,17.27,NO,1686708590
398,larroque,-33.036,-59.0013,40.75,67,0,5.01,AR,1686708776
399,wanzleben,52.05,11.45,52.86,74,4,6.02,DE,1686708776
400,ust'-charyshskaya pristan',52.3934,83.6635,54.18,73,39,5.86,RU,1686708777
401,amga,60.8953,131.9608,42.44,95,100,6.15,RU,1686708777
402,weiser,44.251,-116.9693,80.8,64,86,3.53,US,1686708777
403,erbil,36.1926,44.0106,75.02,33,1,3.44,IQ,1686708734
404,amursk,50.2261,136.8994,56.39,96,100,6.76,RU,1686708777
405,litochoro,40.1006,22.4978,62.67,84,99,1.7,GR,1686708778
406,kinana,14.0361,33.1712,81.99,64,100,14.97,SD,1686708778
407,kuanda,56.3161,116.0806,61.5,35,0,2.48,RU,1686708778
408,nouadhibou,20.931,-17.0347,71.58,73,19,13.8,MR,1686708779
409,achinsk,56.2694,90.4993,50.88,60,100,10.87,RU,1686708779
410,rapla,59.0072,24.7928,46.11,52,0,1.95,EE,1686708779
411,magdagachi,53.45,125.8,62.13,28,0,12.06,RU,1686708764
412,port-vila,-17.7338,168.3219,74.8,88,75,10.36,VU,1686708779
413,ulsteinvik,62.3432,5.8487,57.31,81,12,1.99,NO,1686708779
414,gedo,9.0167,37.45,50.67,94,99,0.49,ET,1686708780
415,pangody,65.85,74.4859,48.27,80,100,9.71,RU,1686708780
416,saint-paul,-21.0096,55.2707,72.0,85,3,5.57,RE,1686708780
417,tuba city,36.135,-111.2399,75.13,22,72,10.16,US,1686708780
418,punta del este,-34.9667,-54.95,47.88,85,0,4.0,UY,1686708780
419,mgandu,-5.95,34.1333,60.87,69,51,4.7,TZ,1686708781
420,douglas,41.3,-96.167,77.86,40,0,0.0,US,1686708781
421,quiberon,47.4841,-3.1196,65.07,80,97,11.23,FR,1686708781
422,mejit,10.2753,170.8646,82.54,72,30,20.07,MH,1686708781
423,tralee,52.2704,-9.7026,58.73,95,2,1.83,IE,1686708782
424,oranjestad,12.524,-70.027,82.9,88,20,20.71,AW,1686708782
425,alice springs,-23.7,133.8833,58.55,33,0,12.66,AU,1686708702
426,ogoja,6.6547,8.7976,73.22,97,100,5.48,NG,1686708782
427,el charco,2.4769,-78.1105,77.61,93,100,3.18,CO,1686708782
428,walvis bay,-22.9575,14.5053,52.09,74,0,8.01,NA,1686708783
429,muisne,0.6,-80.0333,78.22,87,100,9.17,EC,1686708783
430,mar del plata,-38.0023,-57.5575,44.1,73,0,6.91,AR,1686708270
431,inarajan village,13.2736,144.7484,90.57,81,69,15.35,GU,1686708783
432,hammerfest,70.6634,23.6821,45.05,81,100,28.77,NO,1686708783
433,dampit,-8.2116,112.7493,78.66,65,59,4.5,ID,1686708784
434,rio largo,-9.4783,-35.8533,73.85,100,20,2.3,BR,1686708600
435,guerrero negro,27.9769,-114.0611,62.94,80,99,21.43,MX,1686708784
436,bangassou,4.7413,22.8184,67.44,99,36,2.35,CF,1686708784
437,ma'rib,15.4591,45.3253,83.91,21,100,5.61,YE,1686708784
438,mandan,46.8267,-100.8896,75.36,52,0,6.91,US,1686708785
439,itoman,26.1247,127.6694,81.37,100,75,11.5,JP,1686708785
440,peniche,39.3558,-9.3811,65.1,87,100,14.76,PT,1686708785
441,constitucion,-35.3333,-72.4167,48.11,58,92,6.24,CL,1686708785
442,cockburn town,21.4612,-71.1419,82.17,87,50,20.58,TC,1686708641
443,butia,-30.1197,-51.9622,48.56,91,100,4.81,BR,1686708786
444,prudentopolis,-25.2131,-50.9778,48.88,99,100,4.07,BR,1686708786
445,nelson bay,-32.7167,152.15,63.09,56,0,8.99,AU,1686708787
446,el granada,37.5027,-122.4694,71.6,82,100,16.11,US,1686708787
447,port isabel,26.0734,-97.2086,84.29,85,75,18.41,US,1686708787
448,edgewater,28.9889,-80.9023,86.02,64,75,5.75,US,1686708787
449,puerto deseado,-47.7503,-65.8938,41.38,68,100,12.93,AR,1686708787
450,la sarre,48.8002,-79.1996,53.17,98,100,3.87,CA,1686708788
451,puerto san jose,13.9256,-90.8244,82.4,83,100,3.71,GT,1686708788
452,cill airne,52.05,-9.5167,58.96,94,1,1.41,IE,1686708788
453,la paz,-16.5,-68.15,39.15,46,0,2.26,BO,1686708788
454,pasuquin,18.3328,120.6177,87.75,70,75,17.27,PH,1686708789
455,chinde,26.8418,88.0763,69.89,80,88,2.42,NP,1686708789
456,pirapemas,-3.7267,-44.2233,75.54,85,46,2.55,BR,1686708789
457,sola,-13.8833,167.55,79.54,80,66,12.71,VU,1686708789
458,guerrero,17.6667,-100.0,75.06,81,18,7.18,MX,1686708789
459,saint-denis,48.9167,2.3333,64.38,68,0,9.22,FR,1686708790
460,sao gabriel da cachoeira,-0.1303,-67.0892,74.43,98,100,2.3,BR,1686708704
461,rio grande,-32.035,-52.0986,54.48,64,100,8.01,BR,1686708790
462,mirny,62.5353,113.9611,66.24,24,42,13.0,RU,1686708790
463,totness,5.8833,-56.3167,77.88,90,62,8.57,SR,1686708790
464,holualoa,19.6228,-155.9522,78.64,80,75,10.36,US,1686708791
465,bay saint louis,30.3088,-89.33,87.89,78,0,6.91,US,1686708791
466,retreat,38.8245,-85.8533,71.98,43,100,4.0,US,1686708791
467,mvomero,-6.25,38.6667,67.24,93,23,3.71,TZ,1686708620
468,bryne,58.7354,5.6477,60.78,73,20,2.3,NO,1686708791
469,vodnyy,63.5046,53.4095,58.12,61,100,8.81,RU,1686708792
470,mragowo,53.8644,21.3051,55.4,74,100,3.09,PL,1686708792
471,kudahuvadhoo,2.6708,72.8944,83.35,75,91,12.39,MV,1686708792
472,rabo de peixe,37.8,-25.5833,65.71,94,75,3.44,PT,1686708792
473,rimouski,48.4488,-68.524,53.78,91,100,7.23,CA,1686708722
474,pimentel,-6.8367,-79.9342,71.89,78,40,14.97,PE,1686708793
475,chebba,35.2372,11.115,72.61,77,2,9.37,TN,1686708793
476,iitti,60.8949,26.3387,55.8,74,93,3.87,FI,1686708793
477,tucuma,-0.1833,-50.05,76.05,93,89,5.68,BR,1686708793
478,ensenada,31.8667,-116.6167,66.94,72,5,8.16,MX,1686708793
479,quellon,-43.1167,-73.6167,44.85,100,100,4.61,CL,1686708793
480,lensk,60.7253,114.9278,66.92,27,16,11.59,RU,1686708794
481,la ronge,55.1001,-105.2842,64.65,59,100,11.5,CA,1686708794
482,balykchy,42.4557,76.1861,62.11,78,100,2.55,KG,1686708794
483,kasongo-lunda,-6.4667,16.8167,69.8,96,100,1.54,CD,1686708794
484,sur,22.5667,59.5289,89.31,62,100,1.86,OM,1686708795
485,dubbo,-32.25,148.6167,55.53,67,40,13.8,AU,1686708529
486,galappo,-4.2667,35.85,61.25,78,92,1.48,TZ,1686708795
487,paraiso,9.8383,-83.8656,71.51,76,100,2.04,CR,1686708704
488,parvatsar,26.8833,74.7667,85.98,57,4,17.69,IN,1686708795
489,abepura,-2.6333,140.5833,79.61,83,40,0.0,ID,1686708796
490,maravatio de ocampo,19.9,-100.45,70.72,28,4,2.55,MX,1686708565
491,pascagoula,30.3658,-88.5561,84.24,83,0,6.91,US,1686708796
492,new romney,50.986,0.9412,60.15,85,36,10.36,GB,1686708796
493,uturoa,-16.7333,-151.4333,81.39,81,15,20.31,PF,1686708796
494,mossel bay,-34.1831,22.146,66.13,59,72,32.06,ZA,1686708797
495,mersa matruh,31.3525,27.2453,70.0,83,40,8.05,EG,1686708788
496,birao,10.2849,22.7882,75.47,84,100,3.6,CF,1686708797
497,plettenberg bay,-34.0527,23.3716,58.91,61,100,13.58,ZA,1686708797
498,malkara,40.89,26.9011,55.17,93,21,4.68,TR,1686708797
499,kristiansund,63.1115,7.732,53.65,93,8,1.14,NO,1686708798
500,dongola,19.1667,30.4833,92.12,13,0,4.92,SD,1686708798
501,west livingston,30.6983,-95.0019,83.01,77,50,18.99,US,1686708798
502,bella vista,36.4295,-94.2316,74.21,73,20,3.44,US,1686708798
503,karaton,-6.3424,106.1045,82.27,76,80,1.19,ID,1686708799
504,selfoss,63.9331,-20.9971,45.19,75,63,2.08,IS,1686708799
505,stepnogorsk,52.3544,71.8869,52.65,51,77,7.16,KZ,1686708799
506,lautoka,-17.6167,177.4667,80.46,74,75,9.22,FJ,1686708799
507,calabozo,8.9242,-67.4293,79.09,76,57,2.8,VE,1686708800
508,senador guiomard,-10.1522,-67.7392,53.35,82,100,7.54,BR,1686708800
509,ust'-ilimsk,58.0006,102.6619,51.69,95,100,1.48,RU,1686708800
510,ambon,-3.6954,128.1814,86.14,82,40,2.3,ID,1686708800
511,villazon,-22.0866,-65.5942,33.69,35,0,6.8,BO,1686708801
512,dirba,30.0667,75.9833,97.43,30,1,12.19,IN,1686708801
513,scottburgh,-30.2867,30.7532,59.41,59,0,7.96,ZA,1686708801
514,loen,7.7601,168.2307,83.46,74,42,16.42,MH,1686708801
515,tamanrasset,22.785,5.5228,84.11,21,40,4.61,DZ,1686708802
516,queenstown,-31.8976,26.8753,48.43,62,6,22.68,ZA,1686708802
517,bandundu,-3.3167,17.3667,72.84,90,58,3.09,CD,1686708802
518,acoyapa,11.9703,-85.1711,79.14,88,98,8.63,NI,1686708802
519,thinadhoo,0.5333,72.9333,83.59,76,65,9.55,MV,1686708803
520,konakovo,56.7,36.7667,49.35,82,24,3.44,RU,1686708803
521,salima,-13.7804,34.4587,63.39,70,3,2.71,MW,1686708803
522,sayyan,15.1718,44.3244,66.74,34,100,4.12,YE,1686708803
523,greymouth,-42.4667,171.2,54.7,65,13,1.77,NZ,1686708803
524,sukumo,32.9333,132.7333,80.06,65,100,4.41,JP,1686708804
525,bonthe,7.5264,-12.505,78.93,80,72,7.72,SL,1686708804
526,lubango,-14.9172,13.4925,55.35,48,1,1.54,AO,1686708804
527,alofi,-19.0595,-169.9187,66.09,94,100,2.3,NU,1686708804
528,andrelandia,-21.7397,-44.3092,62.56,82,90,3.31,BR,1686708804
529,yar,58.249,52.1026,53.87,77,8,4.45,RU,1686708805
530,zhumysker,49.3333,49.4,73.9,42,100,13.31,KZ,1686708805
531,puerto penasco,31.3167,-113.5333,77.92,75,0,4.0,MX,1686708805
532,nelson,-41.2833,173.2833,56.28,83,2,1.01,NZ,1686708805
533,bairnsdale,-37.8333,147.6167,60.06,58,57,3.0,AU,1686708806
534,bodaybo,57.8506,114.1933,64.63,41,74,6.76,RU,1686708806
535,namibe,-15.1961,12.1522,61.9,83,0,5.39,AO,1686708807
536,pitimbu,-7.4706,-34.8086,75.79,85,29,10.4,BR,1686708807
537,lyantor,61.6195,72.1555,59.61,69,83,15.7,RU,1686708807
538,puerto santa,-8.9906,-78.6456,70.09,80,24,11.92,PE,1686708807
539,honggang,46.4667,124.8667,84.25,28,98,17.74,CN,1686708808
540,souillac,-20.5167,57.5167,68.38,94,20,5.75,MU,1686708063
541,chhapar,27.8167,74.4,88.86,53,49,22.3,IN,1686708808
542,zhanaozen,43.3,52.8,79.2,17,0,10.36,KZ,1686708808
543,harnosand,62.6323,17.9379,50.0,62,16,6.17,SE,1686708809
544,kargasok,59.0556,80.8572,55.47,44,50,11.48,RU,1686708809
545,bamboo flat,11.7,92.7167,82.83,83,100,15.14,IN,1686708809
546,iowa falls,42.5225,-93.2513,73.63,53,0,9.22,US,1686708809
547,sassandra,4.95,-6.0833,75.47,80,36,6.08,CI,1686708810
548,paveh,35.0434,46.3565,63.14,47,0,2.42,IR,1686708810
549,hajnowka,52.7433,23.5812,53.8,92,100,2.93,PL,1686708810
550,ubinskoye,55.3068,79.6802,52.12,71,1,7.27,RU,1686708810
551,kibakwe,-6.7167,36.3667,59.38,88,22,3.18,TZ,1686708810
552,mankono,8.0586,-6.1897,75.0,79,100,5.14,CI,1686708811
553,newman,37.3138,-121.0208,87.03,33,18,7.0,US,1686708811
554,igarka,67.4667,86.5833,43.43,72,96,10.76,RU,1686708811
555,launceston,-41.45,147.1667,52.81,93,100,4.61,AU,1686708811
